query_d39v	target_tigr4	alnlen	mismatches	qstart	qend	tstart	tend	evalue	bitscore	len_d39v	orient_d39v	left_d39v	right_d39v	len_tigr4	orient_tigr4	left_tigr4	right_tigr4
IGR_D39V_0366	IGR_NC_003028.3_0366	321	0	1	321	414	734	1.054E-177	577.0	321	TANDEM(++)	SPV_2493	SPV_0410	734	TANDEM(++)	SP_RS02215	SP_RS02220
IGR_D39V_1006	IGR_NC_003028.3_1081	57	0	1	57	1	57	3.051E-28	104.0	57	TANDEM(--)	SPV_1192	SPV_1193	57	TANDEM(--)	SP_RS06645	SP_RS06650
IGR_D39V_1166	IGR_NC_003028.3_1238	31	0	1	31	1	31	1.721E-13	57.0	31	TANDEM(--)	SPV_1399	SPV_1400	201	TANDEM(--)	SP_RS07735	SP_RS07745
IGR_D39V_0271	IGR_NC_003028.3_0259	30	0	1	30	1	30	6.356E-13	55.0	30	TANDEM(--)	SPV_0290	SPV_0291	30	TANDEM(--)	SP_RS01545	SP_RS01550
IGR_D39V_0335	IGR_NC_003028.3_0336	24	0	1	24	1	24	1.615E-09	45.0	24	CONVERGENT	SPV_0374	SPV_0375	24	CONVERGENT	SP_RS02030	SP_RS02035
IGR_D39V_0367	IGR_NC_003028.3_0367	108	0	1	108	1	108	3.787E-57	195.0	108	CONVERGENT	SPV_0410	SPV_0411	108	CONVERGENT	SP_RS02220	SP_RS02225
IGR_D39V_0399	IGR_NC_003028.3_0407	76	0	1	76	1	76	5.148E-39	138.0	76	TANDEM(++)	SPV_0446	SPV_0447	76	TANDEM(++)	SP_RS02460	SP_RS02465
IGR_D39V_1519	IGR_NC_003028.3_1627	150	0	1	150	1	150	6.192E-81	270.0	150	TANDEM(--)	SPV_1864	SPV_1865	150	TANDEM(--)	SP_RS10385	SP_RS10390
IGR_D39V_1583	IGR_NC_003028.3_1693	25	0	1	25	1	25	4.373E-10	46.0	25	CONVERGENT	SPV_1955	SPV_1956	25	CONVERGENT	SP_RS13555	SP_RS10850
IGR_D39V_1615	IGR_NC_003028.3_1728	114	0	1	114	1	114	1.512E-60	206.0	114	TANDEM(--)	SPV_1994	SPV_1995	114	TANDEM(--)	SP_RS11050	SP_RS11055
IGR_D39V_0016	IGR_NC_003028.3_0019	72	0	1	72	1	72	9.531E-37	131.0	72	TANDEM(++)	SPV_0029	SPV_0030	72	TANDEM(++)	SP_RS00155	SP_RS00160
IGR_D39V_0112	IGR_NC_003028.3_0097	65	0	1	65	1	65	8.868E-33	118.0	65	TANDEM(++)	SPV_0127	SPV_2474	140	TANDEM(++)	SP_RS00600	SP_RS00605
IGR_D39V_0720	IGR_NC_003028.3_0760	59	0	1	59	1	59	2.240E-29	107.0	59	TANDEM(++)	SPV_0835	SPV_0836	59	TANDEM(++)	SP_RS04675	SP_RS04680
IGR_D39V_1520	IGR_NC_003028.3_1628	162	0	1	162	1	162	9.948E-88	292.0	162	TANDEM(--)	SPV_1865	SPV_1866	162	TANDEM(--)	SP_RS10390	SP_RS10395
IGR_D39V_1616	IGR_NC_003028.3_1729	175	0	1	175	1	175	4.348E-95	315.0	175	DIVERGENT	SPV_1995	SPV_1996	175	DIVERGENT	SP_RS11055	SP_RS11060
IGR_D39V_1648	IGR_NC_003028.3_1759	79	0	1	79	1	79	1.026E-40	143.0	79	TANDEM(--)	SPV_2033	SPV_2034	79	TANDEM(--)	SP_RS11265	SP_RS11270
IGR_D39V_0146	IGR_NC_003028.3_0132	309	0	1	309	1	309	6.478E-171	555.0	309	TANDEM(--)	SPV_0161	SPV_0162	309	TANDEM(--)	SP_RS00820	SP_RS00825
IGR_D39V_0242	IGR_NC_003028.3_0228	55	0	1	55	1	55	4.156E-27	100.0	55	CONVERGENT	SPV_0261	SPV_0262	55	CONVERGENT	SP_RS01380	SP_RS01385
IGR_D39V_1010	IGR_NC_003028.3_1085	150	0	1	150	1	150	6.192E-81	270.0	150	TANDEM(--)	SPV_1195	SPV_1196	150	TANDEM(--)	SP_RS06665	SP_RS06670
IGR_D39V_1170	IGR_NC_003028.3_1242	97	0	1	97	1	97	6.462E-51	175.0	97	TANDEM(--)	SPV_1404	SPV_1405	97	TANDEM(--)	SP_RS07760	SP_RS07765
IGR_D39V_1202	IGR_NC_003028.3_1283	53	0	1	53	184	236	5.664E-26	96.0	53	TANDEM(++)	SPV_1441	SPV_2364	236	DIVERGENT	SP_RS08025	SP_RS13810
IGR_D39V_1234	IGR_NC_003028.3_1315	218	0	1	218	1	218	1.996E-119	392.0	218	TANDEM(--)	SPV_1480	SPV_1481	218	TANDEM(--)	SP_RS08235	SP_RS08240
IGR_D39V_0731	IGR_NC_003028.3_0774	51	0	1	51	1	51	7.719E-25	93.0	51	TANDEM(++)	SPV_0848	SPV_0849	51	TANDEM(++)	SP_RS04760	SP_RS04765
IGR_D39V_0955	IGR_NC_003028.3_1018	312	0	1	312	1	312	1.301E-172	560.0	312	TANDEM(--)	SPV_1131	SPV_1132	312	TANDEM(--)	SP_RS06250	SP_RS06255
IGR_D39V_0381	IGR_NC_003028.3_0388	68	0	1	68	1	68	1.765E-34	123.0	68	TANDEM(++)	SPV_0427	SPV_0428	68	TANDEM(++)	SP_RS02355	SP_RS02360
IGR_D39V_0573	IGR_NC_003028.3_0605	78	0	1	78	1	78	3.784E-40	141.0	78	TANDEM(++)	SPV_0650	SPV_0651	78	TANDEM(++)	SP_RS03655	SP_RS03660
IGR_D39V_0606	IGR_NC_003028.3_0639	49	0	1	49	1	49	1.052E-23	89.0	49	TANDEM(++)	SPV_0689	SPV_0690	49	TANDEM(++)	SP_RS03850	SP_RS13340
IGR_D39V_0670	IGR_NC_003028.3_0707	39	0	1	39	1	39	2.112E-17	71.0	44	CONVERGENT	SPV_0774	SPV_0775	44	CONVERGENT	SP_RS04330	SP_RS04335
IGR_D39V_0734	IGR_NC_003028.3_0776	49	0	1	49	201	249	1.052E-23	89.0	49	TANDEM(++)	SPV_2513	SPV_0851	249	TANDEM(++)	SP_RS04770	SP_RS04775
IGR_D39V_0830	IGR_NC_003028.3_0860	89	0	89	1	1	89	2.206E-46	161.0	89	TANDEM(--)	SPV_0957	SPV_0956	89	TANDEM(++)	SP_RS05295	SP_RS05300
IGR_D39V_0353	IGR_NC_003028.3_0355	35	0	1	35	178	212	9.239E-16	64.0	35	TANDEM(++)	SPV_2489	SPV_0399	212	DIVERGENT	SP_RS02160	SP_RS02165
IGR_D39V_0513	IGR_NC_003028.3_0544	49	0	1	49	1	49	1.052E-23	89.0	49	TANDEM(++)	SPV_2202	SPV_0579	49	TANDEM(++)	SP_RS03270	SP_RS03275
IGR_D39V_1281	IGR_NC_003028.3_1362	148	0	1	148	1	148	8.400E-80	267.0	148	TANDEM(--)	SPV_1531	SPV_1532	148	TANDEM(--)	SP_RS08515	SP_RS08520
IGR_D39V_1313	IGR_NC_003028.3_1410	110	0	1	110	1	110	2.788E-58	199.0	110	TANDEM(--)	SPV_1569	SPV_1570	110	TANDEM(--)	SP_RS08820	SP_RS08825
IGR_D39V_1345	IGR_NC_003028.3_1445	34	0	1	34	574	607	3.413E-15	62.0	34	TANDEM(--)	SPV_2571	SPV_1605	607	TANDEM(--)	SP_RS13485	SP_RS09035
IGR_D39V_1441	IGR_NC_003028.3_1553	555	0	1	555	1	555	4.797E-310	996.0	555	TANDEM(++)	SPV_1755	SPV_2572	945	CONVERGENT	SP_RS09835	SP_RS09845
IGR_D39V_1569	IGR_NC_003028.3_1678	252	0	1	252	1	252	1.149E-138	453.0	252	TANDEM(++)	SPV_1936	SPV_1937	252	TANDEM(++)	SP_RS10755	SP_RS10760
IGR_D39V_1665	IGR_NC_003028.3_1779	242	0	1	242	1	242	5.234E-133	435.0	242	CONVERGENT	SPV_2060	SPV_2063	242	CONVERGENT	SP_RS11410	SP_RS11425
IGR_D39V_0034	IGR_NC_003028.3_0039	83	0	1	83	1	83	5.546E-43	150.0	83	TANDEM(++)	SPV_0055	SPV_0056	83	TANDEM(++)	SP_RS00285	SP_RS00290
IGR_D39V_0578	IGR_NC_003028.3_0610	107	0	1	107	1	107	1.396E-56	193.0	107	TANDEM(++)	SPV_0657	SPV_2506	107	TANDEM(++)	SP_RS03690	SP_RS03695
IGR_D39V_0642	IGR_NC_003028.3_0680	90	0	1	90	1	90	5.983E-47	163.0	90	TANDEM(++)	SPV_0734	SPV_2228	206	TANDEM(++)	SP_RS13765	SP_RS04115
IGR_D39V_0738	IGR_NC_003028.3_0780	104	0	1	104	1	104	6.989E-55	188.0	104	DIVERGENT	SPV_0854	SPV_0855	104	DIVERGENT	SP_RS04790	SP_RS04795
IGR_D39V_0930	IGR_NC_003028.3_0993	148	0	1	148	1	148	8.400E-80	267.0	148	TANDEM(++)	SPV_1099	SPV_1100	148	TANDEM(++)	SP_RS06085	SP_RS06090
IGR_D39V_1090	IGR_NC_003028.3_1162	116	0	1	116	1	116	1.113E-61	209.0	116	CONVERGENT	SPV_1302	SPV_1303	222	CONVERGENT	SP_RS07235	SP_RS07240
IGR_D39V_1122	IGR_NC_003028.3_1197	70	0	1	70	1	70	1.297E-35	127.0	70	TANDEM(--)	SPV_1345	SPV_1346	70	TANDEM(--)	SP_RS07470	SP_RS07475
IGR_D39V_0227	IGR_NC_003028.3_0213	98	0	1	98	1	98	2.306E-51	177.0	99	TANDEM(++)	SPV_0246	SPV_0247	98	TANDEM(++)	SP_RS01295	SP_RS01300
IGR_D39V_0259	IGR_NC_003028.3_0246	51	0	1	51	1	51	7.719E-25	93.0	51	TANDEM(++)	SPV_0277	SPV_0278	51	TANDEM(++)	SP_RS01480	SP_RS01485
IGR_D39V_0355	IGR_NC_003028.3_0356	110	0	1	110	67	176	2.788E-58	199.0	110	TANDEM(++)	SPV_2491	SPV_2490	282	TANDEM(++)	SP_RS02165	SP_RS11740
IGR_D39V_0515	IGR_NC_003028.3_0546	96	0	1	96	1	96	2.382E-50	174.0	96	TANDEM(++)	SPV_0580	SPV_0581	96	TANDEM(++)	SP_RS03280	SP_RS03285
IGR_D39V_0675	IGR_NC_003028.3_0713	259	0	1	259	1	259	1.258E-142	466.0	259	TANDEM(++)	SPV_0781	SPV_2239	259	TANDEM(++)	SP_RS04365	SP_RS13165
IGR_D39V_1123	IGR_NC_003028.3_1198	80	0	1	80	1	80	2.782E-41	145.0	80	TANDEM(--)	SPV_1346	SPV_1347	80	TANDEM(--)	SP_RS07475	SP_RS07480
IGR_D39V_1187	IGR_NC_003028.3_1263	130	0	1	130	1	130	1.310E-69	234.0	130	TANDEM(--)	SPV_1427	SPV_1428	130	TANDEM(--)	SP_RS07900	SP_RS07905
IGR_D39V_1219	IGR_NC_003028.3_1300	290	0	1	290	1	290	3.634E-160	521.0	290	DIVERGENT	SPV_1460	SPV_1461	290	DIVERGENT	SP_RS08130	SP_RS08135
IGR_D39V_1283	IGR_NC_003028.3_1363	52	0	1	52	324	375	2.091E-25	95.0	52	DIVERGENT	SPV_1533	SPV_1534	375	DIVERGENT	SP_RS08520	SP_RS08530
IGR_D39V_1379	IGR_NC_003028.3_1484	95	0	1	95	1	95	8.783E-50	172.0	95	TANDEM(++)	SPV_1651	SPV_1652	95	TANDEM(++)	SP_RS09280	SP_RS09285
IGR_D39V_0132	IGR_NC_003028.3_0119	71	0	1	71	1	71	3.516E-36	129.0	71	TANDEM(++)	SPV_0147	SPV_0148	71	TANDEM(++)	SP_RS00740	SP_RS00745
IGR_D39V_0196	IGR_NC_003028.3_0180	144	0	1	144	1	144	1.546E-77	259.0	144	TANDEM(++)	SPV_0211	SPV_0212	144	TANDEM(++)	SP_RS01100	SP_RS01105
IGR_D39V_0260	IGR_NC_003028.3_0247	129	0	1	129	1	129	4.826E-69	233.0	129	TANDEM(++)	SPV_0278	SPV_0279	129	TANDEM(++)	SP_RS01485	SP_RS01490
IGR_D39V_0516	IGR_NC_003028.3_0547	47	0	1	47	1	47	1.434E-22	86.0	47	CONVERGENT	SPV_0581	SPV_0582	47	CONVERGENT	SP_RS03285	SP_RS03290
IGR_D39V_0548	IGR_NC_003028.3_0581	54	0	1	54	1	54	1.534E-26	98.0	54	CONVERGENT	SPV_0622	SPV_2213	236	TANDEM(++)	SP_RS03505	SP_RS03510
IGR_D39V_0644	IGR_NC_003028.3_0682	89	0	1	89	1	89	2.206E-46	161.0	89	TANDEM(++)	SPV_0738	SPV_0739	89	TANDEM(++)	SP_RS04130	SP_RS04135
IGR_D39V_0996	IGR_NC_003028.3_1070	178	0	1	178	1	178	8.710E-97	320.0	178	TANDEM(--)	SPV_1179	SPV_2326	178	TANDEM(--)	SP_RS06595	SP_RS12830
IGR_D39V_1220	IGR_NC_003028.3_1301	31	0	1	31	1	31	1.721E-13	57.0	31	TANDEM(++)	SPV_1462	SPV_1463	31	TANDEM(++)	SP_RS08140	SP_RS08145
IGR_D39V_1284	IGR_NC_003028.3_1364	34	0	1	34	1	34	3.413E-15	62.0	34	CONVERGENT	SPV_1535	SPV_1536	34	CONVERGENT	SP_RS08535	SP_RS08540
IGR_D39V_1412	IGR_NC_003028.3_1518	160	0	25	184	1	160	3.391E-84	288.0	184	TANDEM(--)	SPV_1716	SPV_1717	160	TANDEM(--)	SP_RS09625	SP_RS09630
IGR_D39V_1444	IGR_NC_003028.3_1555	32	0	1	32	1	32	4.657E-14	59.0	32	TANDEM(--)	SPV_1758	SPV_1759	32	TANDEM(--)	SP_RS09850	SP_RS09855
IGR_D39V_1510	IGR_NC_003028.3_1619	50	0	1	50	1	50	2.850E-24	91.0	50	TANDEM(--)	SPV_1848	SPV_1849	50	TANDEM(--)	SP_RS10310	SP_RS10315
IGR_D39V_1574	IGR_NC_003028.3_1683	41	0	1	41	1	41	3.638E-19	75.0	41	TANDEM(--)	SPV_1942	SPV_1943	41	TANDEM(--)	SP_RS13550	SP_RS10790
IGR_D39V_1670	IGR_NC_003028.3_0001	196	0	17	212	1	196	2.698E-105	353.0	212	UNKNOWN	SPV_2069	CHROM_END	196	UNKNOWN	CHROM_START	SP_RS00005
IGR_D39V_0039	IGR_NC_003028.3_0045	62	0	1	62	1	62	4.456E-31	113.0	62	TANDEM(++)	SPV_0061	SPV_0062	62	TANDEM(++)	SP_RS00315	SP_RS00320
IGR_D39V_0392	IGR_NC_003028.3_0399	127	0	1	127	1	127	6.550E-68	229.0	127	TANDEM(++)	SPV_0440	SPV_0441	127	TANDEM(++)	SP_RS02420	SP_RS02425
IGR_D39V_0520	IGR_NC_003028.3_0551	53	0	1	53	1	53	5.664E-26	96.0	53	CONVERGENT	SPV_0587	SPV_0588	53	CONVERGENT	SP_RS03315	SP_RS03320
IGR_D39V_0616	IGR_NC_003028.3_0647	33	0	1	33	1	33	1.261E-14	61.0	33	CONVERGENT	SPV_0702	SPV_0703	33	CONVERGENT	SP_RS03910	SP_RS03915
IGR_D39V_0425	IGR_NC_003028.3_0446	88	0	1	88	1	88	8.134E-46	159.0	88	TANDEM(++)	SPV_0474	SPV_2495	150	TANDEM(++)	SP_RS02690	SP_RS02695
IGR_D39V_0425	IGR_NC_003028.3_0227	78	0	1	78	40	117	4.898E-39	141.0	88	TANDEM(++)	SPV_0474	SPV_2495	217	TANDEM(++)	SP_RS01370	SP_RS01380
IGR_D39V_0585	IGR_NC_003028.3_0616	27	0	1	27	188	214	3.205E-11	50.0	27	TANDEM(++)	SPV_2507	SPV_0664	214	TANDEM(++)	SP_RS03720	SP_RS03725
IGR_D39V_0617	IGR_NC_003028.3_0648	139	0	1	139	1	139	1.048E-74	251.0	139	DIVERGENT	SPV_0703	SPV_0704	139	DIVERGENT	SP_RS03915	SP_RS03920
IGR_D39V_0809	IGR_NC_003028.3_0883	43	0	43	1	1	43	2.667E-20	79.0	43	TANDEM(--)	SPV_0985	SPV_0984	43	TANDEM(++)	SP_RS05440	SP_RS05445
IGR_D39V_1001	IGR_NC_003028.3_1077	75	0	1	75	1	75	1.899E-38	136.0	75	TANDEM(--)	SPV_1187	SPV_1188	75	TANDEM(--)	SP_RS06625	SP_RS06630
IGR_D39V_1481	IGR_NC_003028.3_1590	54	0	1	54	1	54	1.534E-26	98.0	54	TANDEM(--)	SPV_1819	SPV_1820	54	TANDEM(--)	SP_RS10160	SP_RS10165
IGR_D39V_1513	IGR_NC_003028.3_1622	50	0	1	50	1	50	2.850E-24	91.0	50	TANDEM(--)	SPV_1853	SPV_1854	50	TANDEM(--)	SP_RS10330	SP_RS10335
IGR_D39V_1545	IGR_NC_003028.3_1653	117	0	1	117	1	117	3.021E-62	211.0	117	TANDEM(++)	SPV_1910	SPV_1911	117	TANDEM(++)	SP_RS10610	SP_RS10615
IGR_D39V_0138	IGR_NC_003028.3_0126	29	0	1	29	1	29	2.348E-12	53.0	29	CONVERGENT	SPV_0154	SPV_0155	29	CONVERGENT	SP_RS00785	SP_RS00790
IGR_D39V_0170	IGR_NC_003028.3_0157	36	0	1	36	1	36	2.501E-16	66.0	36	TANDEM(++)	SPV_2121	SPV_0186	36	TANDEM(++)	SP_RS12970	SP_RS00975
IGR_D39V_0522	IGR_NC_003028.3_0553	29	0	1	29	1	29	2.348E-12	53.0	29	TANDEM(++)	SPV_0590	SPV_2501	88	TANDEM(++)	SP_RS03330	SP_RS03335
IGR_D39V_0586	IGR_NC_003028.3_0617	552	0	1	552	1	552	2.385E-308	990.0	552	TANDEM(++)	SPV_0664	SPV_0665	552	TANDEM(++)	SP_RS03725	SP_RS03730
IGR_D39V_0810	IGR_NC_003028.3_0882	127	0	127	1	1	127	6.550E-68	229.0	127	DIVERGENT	SPV_0982	SPV_0981	127	DIVERGENT	SP_RS05425	SP_RS05430
IGR_D39V_1642	IGR_NC_003028.3_1754	111	0	1	111	145	255	7.565E-59	200.0	111	TANDEM(--)	SPV_2553	SPV_2028	255	TANDEM(--)	SP_RS11235	SP_RS11240
IGR_D39V_0011	IGR_NC_003028.3_0014	188	0	1	188	1	188	1.903E-102	338.0	188	TANDEM(++)	SPV_0023	SPV_0024	230	TANDEM(++)	SP_RS00130	SP_RS00135
IGR_D39V_0043	IGR_NC_003028.3_0049	27	0	1	27	1	27	3.205E-11	50.0	27	TANDEM(++)	SPV_0066	SPV_0067	27	TANDEM(++)	SP_RS00340	SP_RS00345
IGR_D39V_0076	IGR_NC_003028.3_0084	241	0	1	241	1	241	1.926E-132	433.0	241	DIVERGENT	SPV_0103	SPV_0104	241	DIVERGENT	SP_RS00540	SP_RS00545
IGR_D39V_0364	IGR_NC_003028.3_0365	49	0	1	49	1	49	1.052E-23	89.0	49	TANDEM(++)	SPV_0408	SPV_0409	49	TANDEM(++)	SP_RS02210	SP_RS02215
IGR_D39V_0013	IGR_NC_003028.3_0016	54	0	1	54	1	54	1.534E-26	98.0	54	TANDEM(++)	SPV_0025	SPV_2459	186	TANDEM(++)	SP_RS00140	SP_RS00145
IGR_D39V_0173	IGR_NC_003028.3_0160	43	0	1	43	1	43	2.667E-20	79.0	43	TANDEM(++)	SPV_0188	SPV_0189	43	TANDEM(++)	SP_RS12975	SP_RS00990
IGR_D39V_0205	IGR_NC_003028.3_0189	264	0	1	264	1	264	1.865E-145	474.0	264	TANDEM(++)	SPV_0219	SPV_0220	264	TANDEM(++)	SP_RS01145	SP_RS01150
IGR_D39V_0397	IGR_NC_003028.3_0405	89	0	1	89	1	89	2.206E-46	161.0	89	TANDEM(++)	SPV_0444	SPV_0445	89	TANDEM(++)	SP_RS02450	SP_RS02455
IGR_D39V_0429	IGR_NC_003028.3_0449	43	0	1	43	1	43	2.667E-20	79.0	43	TANDEM(++)	SPV_0478	SPV_0479	43	TANDEM(++)	SP_RS02710	SP_RS02715
IGR_D39V_0557	IGR_NC_003028.3_0588	260	0	1	260	106	365	3.418E-143	467.0	260	DIVERGENT	SPV_2503	SPV_0633	365	DIVERGENT	SP_RS03555	SP_RS03560
IGR_D39V_0621	IGR_NC_003028.3_0652	84	0	1	84	1	84	1.504E-43	152.0	84	TANDEM(++)	SPV_0707	SPV_0708	84	TANDEM(++)	SP_RS03940	SP_RS03945
IGR_D39V_1646	IGR_NC_003028.3_1758	98	0	1	98	1	98	1.753E-51	177.0	98	TANDEM(--)	SPV_2032	SPV_2554	135	TANDEM(--)	SP_RS11260	SP_RS11265
IGR_D39V_0143	IGR_NC_003028.3_0130	77	0	1	77	1	77	1.396E-39	139.0	77	TANDEM(++)	SPV_0159	SPV_0160	77	TANDEM(++)	SP_RS00810	SP_RS00815
IGR_D39V_0785	IGR_NC_003028.3_0921	137	0	137	1	183	319	1.423E-73	247.0	137	CONVERGENT	SPV_1013	SPV_1012	319	CONVERGENT	SP_RS13035	SP_RS12125
IGR_D39V_0817	IGR_NC_003028.3_0875	42	0	42	1	1	42	9.850E-20	77.0	42	TANDEM(--)	SPV_0975	SPV_0973	42	TANDEM(++)	SP_RS05385	SP_RS05390
IGR_D39V_0881	IGR_NC_003028.3_0815	81	0	81	1	1	81	7.542E-42	147.0	81	TANDEM(++)	SPV_0897	SPV_0896	81	TANDEM(--)	SP_RS05010	SP_RS05015
IGR_D39V_0660	IGR_NC_003028.3_0698	27	0	1	27	1	27	3.205E-11	50.0	27	TANDEM(++)	SPV_0760	SPV_0761	27	TANDEM(++)	SP_RS04260	SP_RS04265
IGR_D39V_0438	IGR_NC_003028.3_0458	95	0	1	95	1	95	8.783E-50	172.0	95	TANDEM(++)	SPV_0489	SPV_0490	95	TANDEM(++)	SP_RS02765	SP_RS02770
IGR_D39V_0662	IGR_NC_003028.3_0699	38	0	1	38	112	149	1.833E-17	70.0	38	TANDEM(++)	SPV_2511	SPV_0762	149	TANDEM(++)	SP_RS04265	SP_RS04270
IGR_D39V_0358	IGR_NC_003028.3_0359	156	0	1	156	1	156	2.482E-84	281.0	156	TANDEM(++)	SPV_0401	SPV_0402	156	TANDEM(++)	SP_RS02175	SP_RS02180
IGR_D39V_0390	IGR_NC_003028.3_0397	27	0	1	27	1	27	3.205E-11	50.0	27	TANDEM(++)	SPV_0438	SPV_0439	27	TANDEM(++)	SP_RS02410	SP_RS02415
IGR_D39V_0454	IGR_NC_003028.3_0476	63	0	1	63	1	63	1.207E-31	114.0	63	TANDEM(++)	SPV_0510	SPV_0511	63	TANDEM(++)	SP_RS02900	SP_RS02905
IGR_D39V_0663	IGR_NC_003028.3_0700	27	0	1	27	1	27	3.205E-11	50.0	27	TANDEM(++)	SPV_0762	SPV_0763	27	TANDEM(++)	SP_RS04270	SP_RS04275
IGR_D39V_0759	IGR_NC_003028.3_0804	230	0	1	230	1	230	3.231E-126	414.0	230	TANDEM(++)	SPV_0884	SPV_0885	230	TANDEM(++)	SP_RS04950	SP_RS04955
IGR_D39V_0791	IGR_NC_003028.3_0899	111	0	111	1	1	111	7.565E-59	200.0	111	TANDEM(--)	SPV_1002	SPV_1001	111	TANDEM(++)	SP_RS05530	SP_RS05535
IGR_D39V_0823	IGR_NC_003028.3_0867	63	0	63	1	1	63	1.207E-31	114.0	63	TANDEM(--)	SPV_0964	SPV_0963	63	TANDEM(++)	SP_RS05330	SP_RS05335
IGR_D39V_0951	IGR_NC_003028.3_1014	335	0	1	335	1	335	1.269E-185	602.0	335	DIVERGENT	SPV_1127	SPV_1128	335	DIVERGENT	SP_RS06230	SP_RS06235
IGR_D39V_1298	IGR_NC_003028.3_1379	102	0	1	102	7	108	9.495E-54	184.0	102	TANDEM(--)	SPV_1553	SPV_1554	108	TANDEM(--)	SP_RS08625	SP_RS08630
IGR_D39V_1522	IGR_NC_003028.3_1630	97	0	1	97	1	97	6.462E-51	175.0	97	TANDEM(--)	SPV_1867	SPV_1868	97	TANDEM(--)	SP_RS10400	SP_RS10405
IGR_D39V_1554	IGR_NC_003028.3_1665	229	0	1	229	1	229	1.189E-125	412.0	229	TANDEM(--)	SPV_1923	SPV_1924	229	TANDEM(--)	SP_RS10680	SP_RS10685
IGR_D39V_1472	IGR_NC_003028.3_1582	34	0	1	34	1	34	3.413E-15	62.0	34	CONVERGENT	SPV_1793	SPV_1794	34	CONVERGENT	SP_RS10030	SP_RS10035
IGR_D39V_1536	IGR_NC_003028.3_1644	138	0	1	138	1	138	3.862E-74	249.0	138	TANDEM(--)	SPV_1899	SPV_1900	138	TANDEM(--)	SP_RS10555	SP_RS10560
IGR_D39V_1101	IGR_NC_003028.3_1177	110	0	1	110	1	110	2.788E-58	199.0	110	TANDEM(--)	SPV_1322	SPV_1323	110	TANDEM(--)	SP_RS07350	SP_RS07355
IGR_D39V_1261	IGR_NC_003028.3_1344	44	0	1	44	1	44	7.222E-21	80.0	44	TANDEM(--)	SPV_1509	SPV_1510	44	TANDEM(--)	SP_RS08400	SP_RS08405
IGR_D39V_1293	IGR_NC_003028.3_1374	129	0	1	129	1	129	4.826E-69	233.0	129	TANDEM(--)	SPV_1548	SPV_1549	129	TANDEM(--)	SP_RS08600	SP_RS08605
IGR_D39V_1421	IGR_NC_003028.3_1531	58	0	1	58	1	58	8.266E-29	105.0	58	TANDEM(--)	SPV_1731	SPV_1732	58	TANDEM(--)	SP_RS09700	SP_RS09705
IGR_D39V_1453	IGR_NC_003028.3_1564	33	0	1	33	1	33	1.261E-14	61.0	33	DIVERGENT	SPV_1771	SPV_1772	33	DIVERGENT	SP_RS09920	SP_RS09925
IGR_D39V_1485	IGR_NC_003028.3_1594	67	0	1	67	1	67	6.514E-34	122.0	67	CONVERGENT	SPV_1822	SPV_1823	67	CONVERGENT	SP_RS10180	SP_RS10185
IGR_D39V_1549	IGR_NC_003028.3_1658	48	0	1	48	1	48	3.885E-23	88.0	48	TANDEM(--)	SPV_1916	SPV_1917	169	DIVERGENT	SP_RS10640	SP_RS10645
IGR_D39V_0880	IGR_NC_003028.3_0816	122	0	122	1	1	122	4.447E-65	220.0	122	DIVERGENT	SPV_0898	SPV_0897	122	DIVERGENT	SP_RS05015	SP_RS05020
IGR_D39V_0944	IGR_NC_003028.3_1008	165	0	1	165	1	165	1.992E-89	297.0	165	TANDEM(--)	SPV_1121	SPV_2521	583	DIVERGENT	SP_RS06200	SP_RS13660
IGR_D39V_0467	IGR_NC_003028.3_0491	257	0	1	257	1	257	1.703E-141	462.0	257	TANDEM(--)	SPV_0527	SPV_0528	257	TANDEM(--)	SP_RS02980	SP_RS02985
IGR_D39V_0499	IGR_NC_003028.3_0527	37	0	1	37	1	37	6.771E-17	68.0	37	TANDEM(++)	SPV_0559	SPV_0560	37	TANDEM(++)	SP_RS03155	SP_RS03160
IGR_D39V_1398	IGR_NC_003028.3_1503	107	0	1	107	1	107	1.396E-56	193.0	107	DIVERGENT	SPV_1678	SPV_1679	107	DIVERGENT	SP_RS09430	SP_RS09435
IGR_D39V_1462	IGR_NC_003028.3_1573	130	0	1	130	1	130	1.310E-69	234.0	130	TANDEM(--)	SPV_1782	SPV_1783	130	TANDEM(--)	SP_RS09975	SP_RS09980
IGR_D39V_1590	IGR_NC_003028.3_1700	151	0	1	151	1	151	1.681E-81	272.0	151	TANDEM(++)	SPV_2438	SPV_1963	151	TANDEM(++)	SP_RS10885	SP_RS10890
IGR_D39V_1654	IGR_NC_003028.3_1767	93	0	1	93	1	93	1.194E-48	168.0	93	TANDEM(--)	SPV_2043	SPV_2044	93	TANDEM(--)	SP_RS11315	SP_RS11320
IGR_D39V_1178	IGR_NC_003028.3_1251	44	0	1	44	1	44	7.222E-21	80.0	44	TANDEM(--)	SPV_1413	SPV_2536	198	TANDEM(--)	SP_RS07815	SP_RS07820
IGR_D39V_1370	IGR_NC_003028.3_1475	166	0	1	166	1	166	5.410E-90	299.0	166	CONVERGENT	SPV_1639	SPV_1640	166	CONVERGENT	SP_RS09220	SP_RS09225
IGR_D39V_1308	IGR_NC_003028.3_1405	97	0	1	97	1	97	8.503E-51	175.0	98	TANDEM(++)	SPV_1565	SPV_1566	98	TANDEM(++)	SP_RS08795	SP_RS08800
