Sequence_ID	Slager_2018_Regulatory_Class	Sigma_Factor_Assignment	Has_Minus35_Signal	Has_Extended_Minus10_Signal	Has_Standard_Minus10_Signal	Has_ComX_CINbox_Signal
TSS_605_D39V_1287942_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_606_D39V_1291372_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_607_D39V_1291405_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_608_D39V_1296045_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_609_D39V_1296266_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_610_D39V_1300317_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_611_D39V_1302186_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_612_D39V_1305617_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_613_D39V_1308537_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_614_D39V_1308660_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_615_D39V_1309407_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_616_D39V_1311112_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_617_D39V_1311440_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_618_D39V_1313018_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_619_D39V_1313084_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_620_D39V_1314554_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_621_D39V_1314635_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_622_D39V_1318792_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_623_D39V_1318973_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_624_D39V_1326709_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_625_D39V_1327625_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_626_D39V_1329109_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_627_D39V_1329764_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_628_D39V_1329816_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_629_D39V_1329908_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_630_D39V_1333592_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_631_D39V_1334568_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_632_D39V_1336213_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_633_D39V_1337971_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_634_D39V_1338947_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_635_D39V_1341603_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_636_D39V_1343442_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_637_D39V_1346242_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_638_D39V_1348771_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_639_D39V_1348873_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_640_D39V_1356313_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_641_D39V_1357395_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_642_D39V_1360995_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_643_D39V_1363996_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_644_D39V_1367143_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_645_D39V_1369505_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_646_D39V_1373483_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_647_D39V_1375321_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_648_D39V_1375387_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_649_D39V_1377071_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_650_D39V_1377114_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_651_D39V_1379364_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_652_D39V_1380448_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_653_D39V_1382287_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_654_D39V_1382606_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_655_D39V_1383337_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_656_D39V_1383667_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_657_D39V_1385232_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_658_D39V_1386019_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_659_D39V_1387146_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_660_D39V_1387422_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_661_D39V_1395933_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_662_D39V_1396107_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_663_D39V_1398387_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_664_D39V_1398657_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_665_D39V_1400846_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_666_D39V_1404618_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_667_D39V_1404707_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_668_D39V_1411418_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_669_D39V_1414495_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_670_D39V_1414577_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_671_D39V_1418486_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_672_D39V_1418510_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_673_D39V_1421376_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_674_D39V_1421988_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_675_D39V_1422049_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_676_D39V_1422799_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_677_D39V_1424830_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_678_D39V_1426597_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_679_D39V_1427250_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_680_D39V_1428087_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_681_D39V_1428152_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_682_D39V_1428166_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_683_D39V_1429725_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_684_D39V_1430076_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_685_D39V_1431532_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_686_D39V_1431691_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_687_D39V_1433494_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_688_D39V_1434825_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_689_D39V_1434948_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_690_D39V_1436380_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_691_D39V_1438613_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_692_D39V_1440975_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_693_D39V_1443479_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_694_D39V_1446205_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_695_D39V_1447486_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_696_D39V_1447718_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_697_D39V_1449764_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_698_D39V_1452642_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_699_D39V_1455054_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_700_D39V_1455163_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_701_D39V_1457011_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_702_D39V_1457929_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_703_D39V_1458650_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_704_D39V_1458809_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_705_D39V_1459261_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_706_D39V_1463517_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_707_D39V_1463641_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_708_D39V_1465141_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_709_D39V_1465278_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_710_D39V_1465677_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_711_D39V_1466573_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_712_D39V_1466638_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_713_D39V_1468241_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_714_D39V_1469696_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_715_D39V_1473163_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_716_D39V_1473999_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_717_D39V_1476809_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_718_D39V_1477058_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_719_D39V_1479706_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_720_D39V_1483738_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_721_D39V_1483876_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_722_D39V_1486385_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_723_D39V_1487176_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_724_D39V_1488117_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_725_D39V_1497383_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_726_D39V_1498264_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_727_D39V_1501453_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_728_D39V_1504278_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_729_D39V_1504406_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_730_D39V_1507197_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_731_D39V_1513518_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_732_D39V_1514942_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_733_D39V_1526639_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_734_D39V_1528412_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_735_D39V_1528643_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_736_D39V_1536931_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_737_D39V_1540098_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_738_D39V_1542093_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_739_D39V_1546741_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_740_D39V_1546828_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_741_D39V_1551231_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_742_D39V_1551527_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_743_D39V_1552495_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_744_D39V_1553182_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_745_D39V_1554366_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_746_D39V_1556437_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_747_D39V_1556730_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_748_D39V_1561671_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_749_D39V_1562477_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_750_D39V_1563998_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_751_D39V_1567019_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_752_D39V_1572584_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_753_D39V_1574289_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_754_D39V_1574975_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_755_D39V_1582377_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_756_D39V_1582988_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_757_D39V_1583092_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_758_D39V_1585406_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_759_D39V_1585942_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_760_D39V_1588530_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_761_D39V_1595105_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_762_D39V_1595109_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_763_D39V_1595134_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_764_D39V_1596020_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_765_D39V_1596069_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_766_D39V_1596713_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_767_D39V_1596936_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_768_D39V_1598326_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_769_D39V_1598534_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_770_D39V_1603377_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_771_D39V_1603669_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_772_D39V_1604430_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_773_D39V_1606297_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_774_D39V_1606494_+	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_775_D39V_1606580_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_776_D39V_1609575_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_777_D39V_1609620_+	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_778_D39V_1612254_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_779_D39V_1619057_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_780_D39V_1619341_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_781_D39V_1619381_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_782_D39V_1619756_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_783_D39V_1620443_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_784_D39V_1621002_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_785_D39V_1622173_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_786_D39V_1626870_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_787_D39V_1633260_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_788_D39V_1636318_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_789_D39V_1636342_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_790_D39V_1641101_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_791_D39V_1641182_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_792_D39V_1642795_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_793_D39V_1646480_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_794_D39V_1647032_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_795_D39V_1649808_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_796_D39V_1649907_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_797_D39V_1652418_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_798_D39V_1653543_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_799_D39V_1660471_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_800_D39V_1662520_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_801_D39V_1663678_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_802_D39V_1663984_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_803_D39V_1673779_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_804_D39V_1674163_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_805_D39V_1675959_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_806_D39V_1678189_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_807_D39V_1679230_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_808_D39V_1686994_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_809_D39V_1688888_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_810_D39V_1696115_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_811_D39V_1698864_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_812_D39V_1698973_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_813_D39V_1700068_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_814_D39V_1700414_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_815_D39V_1703496_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_816_D39V_1705275_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_817_D39V_1705315_-	ComX_SigmaX_Site	SigX	False	True	True	True
TSS_818_D39V_1705508_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_819_D39V_1706907_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_820_D39V_1706945_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_821_D39V_1707776_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_822_D39V_1708419_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_823_D39V_1709069_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_824_D39V_1712375_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_825_D39V_1712849_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_826_D39V_1712878_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_827_D39V_1714982_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_828_D39V_1716820_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_829_D39V_1717798_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_830_D39V_1720614_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_831_D39V_1721062_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_832_D39V_1724850_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_833_D39V_1724947_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_834_D39V_1731264_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_835_D39V_1732125_+	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_836_D39V_1732760_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_837_D39V_1734268_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_838_D39V_1734772_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_839_D39V_1735554_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_840_D39V_1737604_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_841_D39V_1738327_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_842_D39V_1739584_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_843_D39V_1739722_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_844_D39V_1746991_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_845_D39V_1749122_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_846_D39V_1752214_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_847_D39V_1759868_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_848_D39V_1760032_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_849_D39V_1761663_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_850_D39V_1764446_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_851_D39V_1766542_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_852_D39V_1767622_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_853_D39V_1768422_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_854_D39V_1769190_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_855_D39V_1769191_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_856_D39V_1769551_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_857_D39V_1771403_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_858_D39V_1773840_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_859_D39V_1776166_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_860_D39V_1779169_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_861_D39V_1782350_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_862_D39V_1784845_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_863_D39V_1786259_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_864_D39V_1787574_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_865_D39V_1788033_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_866_D39V_1788137_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_867_D39V_1790062_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_868_D39V_1790074_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_869_D39V_1792441_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_870_D39V_1794890_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_871_D39V_1796461_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_872_D39V_1797653_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_873_D39V_1797965_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_874_D39V_1801047_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_875_D39V_1801133_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_876_D39V_1802826_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_877_D39V_1802866_-	ComX_SigmaX_Site	SigX	False	True	True	True
TSS_878_D39V_1803059_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_879_D39V_1803628_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_880_D39V_1804677_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_881_D39V_1806913_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_882_D39V_1807000_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_883_D39V_1809030_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_884_D39V_1810350_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_885_D39V_1810982_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_886_D39V_1812143_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_887_D39V_1814090_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_888_D39V_1815307_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_889_D39V_1815412_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_890_D39V_1822387_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_891_D39V_1823847_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_892_D39V_1825962_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_893_D39V_1828945_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_894_D39V_1836666_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_895_D39V_1838009_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_896_D39V_1838986_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_897_D39V_1843500_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_898_D39V_1843947_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_899_D39V_1845174_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_900_D39V_1846496_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_901_D39V_1848449_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_902_D39V_1849792_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
