Sequence_ID	Regulatory_Class	Sigma_Factor_Assignment	Has_Minus35_Signal	Has_Extended_Minus10_Signal	Has_Standard_Minus10_Signal	Has_ComX_CINbox_Signal
TIGR4_SP_1511_TSS_1421328_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1514_TSS_1422405_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_RS07460_TSS_1423486_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_RS12280_TSS_1424260_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1517_TSS_1425359_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1518_TSS_1427041_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1522_TSS_1430042_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1523_TSS_1433189_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1525_TSS_1435550_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1527_TSS_1439522_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1529_TSS_1441359_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1531_TSS_1443152_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1534_TSS_1445403_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1535_TSS_1445890_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1536_TSS_1446486_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1538_TSS_1448325_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1539_TSS_1448993_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1541_TSS_1449705_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1545_TSS_1453184_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1547_TSS_1455058_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1549_TSS_1457417_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SSRC10_TSS_1461189_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1555_TSS_1466553_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1558_TSS_1467989_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1561_TSS_1471067_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1569_TSS_1477416_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1571_TSS_1477944_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1572_TSS_1478619_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1573_TSS_1480703_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1574_TSS_1481397_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1576_TSS_1483164_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1577_TSS_1483816_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1578_TSS_1484656_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1580_TSS_1486291_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1584_TSS_1489522_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1586_TSS_1491484_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1587_TSS_1492815_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1599_TSS_1503185_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1602_TSS_1505916_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1603_TSS_1507100_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1607_TSS_1509476_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1610_TSS_1512354_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1623_TSS_1525664_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_trn0761_TSS_1528401_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_S15_TSS_1528620_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1633_TSS_1534207_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1636_TSS_1536366_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1637_TSS_1537261_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1645_TSS_1543991_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1647_TSS_1547601_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1653_TSS_1554668_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1654_TSS_1557177_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1655_TSS_1557968_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1660_TSS_1562621_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1661_TSS_1563242_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1663_TSS_1564572_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1664_TSS_1565083_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1666_TSS_1566939_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1667_TSS_1568177_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1668_TSS_1569056_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1671_TSS_1572243_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1673_TSS_1575072_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1676_TSS_1577989_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1694_TSS_1598827_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1695_TSS_1600698_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1702_TSS_1609184_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1710_TSS_1614911_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1713_TSS_1617347_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1717_TSS_1621835_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1722_TSS_1627048_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1727_TSS_1632281_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1731_TSS_1634605_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1733_TSS_1637624_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1738_TSS_1643191_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1739_TSS_1644896_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1740_TSS_1645583_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1750_TSS_1652616_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1751_TSS_1652995_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1772_TSS_1692765_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1778_TSS_1696882_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1785_TSS_1703473_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1786_TSS_1704370_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1794_TSS_1710000_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1799_TSS_1716332_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1807_TSS_1721477_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_SP_1810_TSS_1724156_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1838_TSS_1748320_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1844_TSS_1753079_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1850_TSS_1758448_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1851_TSS_1759000_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_SP_1859_TSS_1767250_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1863_TSS_1770957_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1865_TSS_1773006_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1875_TSS_1780435_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1881_TSS_1784266_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1882_TSS_1784650_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1891_TSS_1797615_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2256_TSS_1809031_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2261_TSS_1809473_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2263_TSS_1809649_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_rrnaD16S_TSS_1815208_-	ComX_SigmaX_Site	SigX	False	True	True	True
TIGR4_SP_2271_TSS_1815401_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1901_TSS_1816800_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1911_TSS_1824964_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1915_TSS_1826800_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1917_TSS_1827778_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1922_TSS_1831044_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1926_TSS_1834832_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1937_TSS_1841611_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1940_TSS_1844613_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1944_TSS_1847950_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1946_TSS_1849930_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1959_TSS_1862559_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1963_TSS_1872006_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_RS09885_TSS_1874791_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1969_TSS_1876887_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1972_TSS_1878768_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1973_TSS_1879535_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1976_TSS_1881748_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1978_TSS_1883416_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1979_TSS_1884186_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1985_TSS_1889514_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1988_TSS_1892695_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1991_TSS_1895188_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1993_TSS_1896852_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1994_TSS_1898167_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1997_TSS_1900656_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1999_TSS_1903439_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2001_TSS_1905887_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2275_TSS_1908306_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2279_TSS_1908675_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_rrnaC16S_TSS_1913865_-	ComX_SigmaX_Site	SigX	False	True	True	True
TIGR4_SP_2283_TSS_1914058_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2009_TSS_1915676_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2010_TSS_1917912_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2012_TSS_1920038_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_RS12475_TSS_1921994_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2016_TSS_1923085_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2026_TSS_1933476_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2029_TSS_1934935_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2042_TSS_1947754_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2044_TSS_1949098_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2045_TSS_1950074_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2054_TSS_1955035_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2055_TSS_1956262_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2057_TSS_1959537_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2058_TSS_1960808_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2060_TSS_1962449_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2062_TSS_1963350_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2063_TSS_1964773_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2066_TSS_1968386_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2067_TSS_1969752_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2290_TSS_1970410_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2291_TSS_1970582_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2292_TSS_1970690_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_rrnaB16S_TSS_1975881_-	ComX_SigmaX_Site	SigX	False	True	True	True
TIGR4_SP_2296_TSS_1976075_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2069_TSS_1978123_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2070_TSS_1979581_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2072_TSS_1980447_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2075_TSS_1984877_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2077_TSS_1988024_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2098_TSS_2007047_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2099_TSS_2009178_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2102_TSS_2013000_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2107_TSS_2020339_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2114_TSS_2029313_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2115_TSS_2029883_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2119_TSS_2032040_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2121_TSS_2033750_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2124_TSS_2036213_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2126_TSS_2038586_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2131_TSS_2044277_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_trn1025_TSS_2048654_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2139_TSS_2050356_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2144_TSS_2057444_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2146_TSS_2061682_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2156_TSS_2070891_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2157_TSS_2072181_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2172_TSS_2090344_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2177_TSS_2094955_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2186_TSS_2106238_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2187_TSS_2107802_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2190_TSS_2112123_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2191_TSS_2112724_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2194_TSS_2118118_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2195_TSS_2118336_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2199_TSS_2121369_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2202_TSS_2123545_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2203_TSS_2124926_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2205_TSS_2126994_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2206_TSS_2127700_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2214_TSS_2134257_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2215_TSS_2135152_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2216_TSS_2136474_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2225_TSS_2144315_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2228_TSS_2147498_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2229_TSS_2148649_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2298_TSS_2155630_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2237_TSS_2157927_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2238_TSS_2158646_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
